"violation_id","plate_number","violation_type","violation_time","fine_amount","points_deducted","road_id","device_id","violation_location","violation_img","warning_level","dispose_status","dispose_time","dispose_user","create_time"
"442","豫A1030","占用应急车道","4/2/2024 02:00:00","500","6","1","11","郑州市金水区花园路农业路口","/img/violation_270.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"443","豫A1071","违法变道","8/6/2024 05:00:00","100","2","6","12","郑州市金水区经三路东风路","/img/violation_1271.jpg","BLUE","1","27/2/2024 08:00:00","2","2/1/2026 15:25:02"
"444","豫A1031","违法变道","4/2/2024 05:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_271.jpg","BLUE","1","16/1/2024 16:00:00","2","2/1/2026 15:25:02"
"445","豫A1072","闯红灯","8/6/2024 08:00:00","300","6","1","13","郑州市二七区大学路中原路口","/img/violation_1272.jpg","RED","0",,,"2/1/2026 15:25:02"
"446","豫A1032","闯红灯","4/2/2024 08:00:00","300","6","3","13","郑州市二七区大学路中原路口","/img/violation_272.jpg","RED","0",,,"2/1/2026 15:25:02"
"447","豫A1073","超速行驶","8/6/2024 11:00:00","150","3","2","14","郑州市中原区建设路嵩山路","/img/violation_1273.jpg","BLUE","1","27/2/2024 10:00:00","4","2/1/2026 15:25:02"
"448","豫A1033","超速行驶","4/2/2024 11:00:00","150","3","4","14","郑州市中原区建设路嵩山路","/img/violation_273.jpg","BLUE","1","16/1/2024 18:00:00","4","2/1/2026 15:25:02"
"449","豫A1074","违法停车","8/6/2024 14:00:00","50","0","3","15","郑州市管城回族区紫荆山路","/img/violation_1274.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"450","豫A1034","违法停车","4/2/2024 14:00:00","50","0","5","15","郑州市管城回族区紫荆山路","/img/violation_274.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"451","豫A1075","未系安全带","8/6/2024 17:00:00","100","2","4","16","郑州市郑东新区商务内环路","/img/violation_1275.jpg","BLUE","1","27/2/2024 12:00:00","1","2/1/2026 15:25:02"
"452","豫A1035","未系安全带","4/2/2024 17:00:00","100","2","6","16","郑州市郑东新区商务内环路","/img/violation_275.jpg","BLUE","1","16/1/2024 20:00:00","1","2/1/2026 15:25:02"
"453","豫A1076","酒驾","8/6/2024 20:00:00","1300","12","5","17","郑州市高新区科学大道","/img/violation_1276.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"454","豫A1036","酒驾","4/2/2024 20:00:00","1300","12","1","17","郑州市高新区科学大道","/img/violation_276.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"455","豫A1077","无证驾驶","8/6/2024 23:00:00","800","12","6","18","郑州市惠济区文化路北段","/img/violation_1277.jpg","ORANGE","1","27/2/2024 14:00:00","3","2/1/2026 15:25:02"
"456","豫A1037","无证驾驶","4/2/2024 23:00:00","800","12","2","18","郑州市惠济区文化路北段","/img/violation_277.jpg","ORANGE","1","16/1/2024 22:00:00","3","2/1/2026 15:25:02"
"457","豫A1078","占用应急车道","9/6/2024 02:00:00","500","6","1","19","郑州市航空港区迎宾大道","/img/violation_1278.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"458","豫A1038","占用应急车道","5/2/2024 02:00:00","500","6","3","19","郑州市航空港区迎宾大道","/img/violation_278.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"459","豫A1079","违法变道","9/6/2024 05:00:00","100","2","2","20","郑州市经开区航海东路","/img/violation_1279.jpg","BLUE","1","27/2/2024 16:00:00","5","2/1/2026 15:25:02"
"460","豫A1039","违法变道","5/2/2024 05:00:00","100","2","4","20","郑州市经开区航海东路","/img/violation_279.jpg","BLUE","1","17/1/2024 00:00:00","5","2/1/2026 15:25:02"
"461","豫A1060","酒驾","6/6/2024 20:00:00","1300","12","1","1","郑州市金水区花园路农业路口","/img/violation_1260.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"462","豫A1020","酒驾","2/2/2024 20:00:00","1300","12","3","1","郑州市金水区花园路农业路口","/img/violation_260.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"463","豫A1061","无证驾驶","6/6/2024 23:00:00","800","12","2","2","郑州市金水区经三路东风路","/img/violation_1261.jpg","ORANGE","1","26/2/2024 22:00:00","2","2/1/2026 15:25:02"
"464","豫A1021","无证驾驶","2/2/2024 23:00:00","800","12","4","2","郑州市金水区经三路东风路","/img/violation_261.jpg","ORANGE","1","16/1/2024 06:00:00","2","2/1/2026 15:25:02"
"465","豫A1062","占用应急车道","7/6/2024 02:00:00","500","6","3","3","郑州市二七区大学路中原路口","/img/violation_1262.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"466","豫A1022","占用应急车道","3/2/2024 02:00:00","500","6","5","3","郑州市二七区大学路中原路口","/img/violation_262.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"467","豫A1063","违法变道","7/6/2024 05:00:00","100","2","4","4","郑州市中原区建设路嵩山路","/img/violation_1263.jpg","BLUE","1","27/2/2024 00:00:00","4","2/1/2026 15:25:02"
"468","豫A1023","违法变道","3/2/2024 05:00:00","100","2","6","4","郑州市中原区建设路嵩山路","/img/violation_263.jpg","BLUE","1","16/1/2024 08:00:00","4","2/1/2026 15:25:02"
"469","豫A1064","闯红灯","7/6/2024 08:00:00","300","6","5","5","郑州市管城回族区紫荆山路","/img/violation_1264.jpg","RED","0",,,"2/1/2026 15:25:02"
"470","豫A1024","闯红灯","3/2/2024 08:00:00","300","6","1","5","郑州市管城回族区紫荆山路","/img/violation_264.jpg","RED","0",,,"2/1/2026 15:25:02"
"471","豫A1065","超速行驶","7/6/2024 11:00:00","150","3","6","6","郑州市郑东新区商务内环路","/img/violation_1265.jpg","BLUE","1","27/2/2024 02:00:00","1","2/1/2026 15:25:02"
"472","豫A1025","超速行驶","3/2/2024 11:00:00","150","3","2","6","郑州市郑东新区商务内环路","/img/violation_265.jpg","BLUE","1","16/1/2024 10:00:00","1","2/1/2026 15:25:02"
"473","豫A1066","违法停车","7/6/2024 14:00:00","50","0","1","7","郑州市高新区科学大道","/img/violation_1266.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"474","豫A1026","违法停车","3/2/2024 14:00:00","50","0","3","7","郑州市高新区科学大道","/img/violation_266.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"475","豫A1067","未系安全带","7/6/2024 17:00:00","100","2","2","8","郑州市惠济区文化路北段","/img/violation_1267.jpg","BLUE","1","27/2/2024 04:00:00","3","2/1/2026 15:25:02"
"476","豫A1027","未系安全带","3/2/2024 17:00:00","100","2","4","8","郑州市惠济区文化路北段","/img/violation_267.jpg","BLUE","1","16/1/2024 12:00:00","3","2/1/2026 15:25:02"
"477","豫A1068","酒驾","7/6/2024 20:00:00","1300","12","3","9","郑州市航空港区迎宾大道","/img/violation_1268.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"478","豫A1028","酒驾","3/2/2024 20:00:00","1300","12","5","9","郑州市航空港区迎宾大道","/img/violation_268.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"479","豫A1069","无证驾驶","7/6/2024 23:00:00","800","12","4","10","郑州市经开区航海东路","/img/violation_1269.jpg","ORANGE","1","27/2/2024 06:00:00","5","2/1/2026 15:25:02"
"480","豫A1029","无证驾驶","3/2/2024 23:00:00","800","12","6","10","郑州市经开区航海东路","/img/violation_269.jpg","ORANGE","1","16/1/2024 14:00:00","5","2/1/2026 15:25:02"
"481","豫A1050","违法停车","5/6/2024 14:00:00","50","0","3","11","郑州市金水区花园路农业路口","/img/violation_1250.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"482","豫A1010","违法停车","1/2/2024 14:00:00","50","0","5","11","郑州市金水区花园路农业路口","/img/violation_250.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"483","豫A1051","未系安全带","5/6/2024 17:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_1251.jpg","BLUE","1","26/2/2024 12:00:00","2","2/1/2026 15:25:02"
"484","豫A1011","未系安全带","1/2/2024 17:00:00","100","2","6","12","郑州市金水区经三路东风路","/img/violation_251.jpg","BLUE","1","15/1/2024 20:00:00","2","2/1/2026 15:25:02"
"485","豫A1052","酒驾","5/6/2024 20:00:00","1300","12","5","13","郑州市二七区大学路中原路口","/img/violation_1252.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"486","豫A1012","酒驾","1/2/2024 20:00:00","1300","12","1","13","郑州市二七区大学路中原路口","/img/violation_252.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"487","豫A1053","无证驾驶","5/6/2024 23:00:00","800","12","6","14","郑州市中原区建设路嵩山路","/img/violation_1253.jpg","ORANGE","1","26/2/2024 14:00:00","4","2/1/2026 15:25:02"
"488","豫A1013","无证驾驶","1/2/2024 23:00:00","800","12","2","14","郑州市中原区建设路嵩山路","/img/violation_253.jpg","ORANGE","1","15/1/2024 22:00:00","4","2/1/2026 15:25:02"
"489","豫A1054","占用应急车道","6/6/2024 02:00:00","500","6","1","15","郑州市管城回族区紫荆山路","/img/violation_1254.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"490","豫A1014","占用应急车道","2/2/2024 02:00:00","500","6","3","15","郑州市管城回族区紫荆山路","/img/violation_254.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"491","豫A1055","违法变道","6/6/2024 05:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_1255.jpg","BLUE","1","26/2/2024 16:00:00","1","2/1/2026 15:25:02"
"492","豫A1015","违法变道","2/2/2024 05:00:00","100","2","4","16","郑州市郑东新区商务内环路","/img/violation_255.jpg","BLUE","1","16/1/2024 00:00:00","1","2/1/2026 15:25:02"
"493","豫A1056","闯红灯","6/6/2024 08:00:00","300","6","3","17","郑州市高新区科学大道","/img/violation_1256.jpg","RED","0",,,"2/1/2026 15:25:02"
"494","豫A1016","闯红灯","2/2/2024 08:00:00","300","6","5","17","郑州市高新区科学大道","/img/violation_256.jpg","RED","0",,,"2/1/2026 15:25:02"
"495","豫A1057","超速行驶","6/6/2024 11:00:00","150","3","4","18","郑州市惠济区文化路北段","/img/violation_1257.jpg","BLUE","1","26/2/2024 18:00:00","3","2/1/2026 15:25:02"
"496","豫A1017","超速行驶","2/2/2024 11:00:00","150","3","6","18","郑州市惠济区文化路北段","/img/violation_257.jpg","BLUE","1","16/1/2024 02:00:00","3","2/1/2026 15:25:02"
"497","豫A1058","违法停车","6/6/2024 14:00:00","50","0","5","19","郑州市航空港区迎宾大道","/img/violation_1258.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"498","豫A1018","违法停车","2/2/2024 14:00:00","50","0","1","19","郑州市航空港区迎宾大道","/img/violation_258.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"499","豫A1059","未系安全带","6/6/2024 17:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_1259.jpg","BLUE","1","26/2/2024 20:00:00","5","2/1/2026 15:25:02"
"500","豫A1019","未系安全带","2/2/2024 17:00:00","100","2","2","20","郑州市经开区航海东路","/img/violation_259.jpg","BLUE","1","16/1/2024 04:00:00","5","2/1/2026 15:25:02"
"501","豫A1040","闯红灯","4/6/2024 08:00:00","300","6","5","1","郑州市金水区花园路农业路口","/img/violation_1240.jpg","RED","0",,,"2/1/2026 15:25:02"
"502","豫A1000","闯红灯","31/1/2024 08:00:00","300","6","1","1","郑州市金水区花园路农业路口","/img/violation_240.jpg","RED","0",,,"2/1/2026 15:25:02"
"503","豫A1041","超速行驶","4/6/2024 11:00:00","150","3","6","2","郑州市金水区经三路东风路","/img/violation_1241.jpg","BLUE","1","26/2/2024 02:00:00","2","2/1/2026 15:25:02"
"504","豫A1001","超速行驶","31/1/2024 11:00:00","150","3","2","2","郑州市金水区经三路东风路","/img/violation_241.jpg","BLUE","1","15/1/2024 10:00:00","2","2/1/2026 15:25:02"
"505","豫A1042","违法停车","4/6/2024 14:00:00","50","0","1","3","郑州市二七区大学路中原路口","/img/violation_1242.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"506","豫A1002","违法停车","31/1/2024 14:00:00","50","0","3","3","郑州市二七区大学路中原路口","/img/violation_242.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"507","豫A1043","未系安全带","4/6/2024 17:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_1243.jpg","BLUE","1","26/2/2024 04:00:00","4","2/1/2026 15:25:02"
"508","豫A1003","未系安全带","31/1/2024 17:00:00","100","2","4","4","郑州市中原区建设路嵩山路","/img/violation_243.jpg","BLUE","1","15/1/2024 12:00:00","4","2/1/2026 15:25:02"
"509","豫A1044","酒驾","4/6/2024 20:00:00","1300","12","3","5","郑州市管城回族区紫荆山路","/img/violation_1244.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"510","豫A1004","酒驾","31/1/2024 20:00:00","1300","12","5","5","郑州市管城回族区紫荆山路","/img/violation_244.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"511","豫A1045","无证驾驶","4/6/2024 23:00:00","800","12","4","6","郑州市郑东新区商务内环路","/img/violation_1245.jpg","ORANGE","1","26/2/2024 06:00:00","1","2/1/2026 15:25:02"
"512","豫A1005","无证驾驶","31/1/2024 23:00:00","800","12","6","6","郑州市郑东新区商务内环路","/img/violation_245.jpg","ORANGE","1","15/1/2024 14:00:00","1","2/1/2026 15:25:02"
"513","豫A1046","占用应急车道","5/6/2024 02:00:00","500","6","5","7","郑州市高新区科学大道","/img/violation_1246.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"514","豫A1006","占用应急车道","1/2/2024 02:00:00","500","6","1","7","郑州市高新区科学大道","/img/violation_246.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"515","豫A1047","违法变道","5/6/2024 05:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_1247.jpg","BLUE","1","26/2/2024 08:00:00","3","2/1/2026 15:25:02"
"516","豫A1007","违法变道","1/2/2024 05:00:00","100","2","2","8","郑州市惠济区文化路北段","/img/violation_247.jpg","BLUE","1","15/1/2024 16:00:00","3","2/1/2026 15:25:02"
"517","豫A1048","闯红灯","5/6/2024 08:00:00","300","6","1","9","郑州市航空港区迎宾大道","/img/violation_1248.jpg","RED","0",,,"2/1/2026 15:25:02"
"518","豫A1008","闯红灯","1/2/2024 08:00:00","300","6","3","9","郑州市航空港区迎宾大道","/img/violation_248.jpg","RED","0",,,"2/1/2026 15:25:02"
"519","豫A1049","超速行驶","5/6/2024 11:00:00","150","3","2","10","郑州市经开区航海东路","/img/violation_1249.jpg","BLUE","1","26/2/2024 10:00:00","5","2/1/2026 15:25:02"
"520","豫A1009","超速行驶","1/2/2024 11:00:00","150","3","4","10","郑州市经开区航海东路","/img/violation_249.jpg","BLUE","1","15/1/2024 18:00:00","5","2/1/2026 15:25:02"
"521","豫A1030","占用应急车道","3/6/2024 02:00:00","500","6","1","11","郑州市金水区花园路农业路口","/img/violation_1230.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"522","豫A1070","占用应急车道","30/1/2024 02:00:00","500","6","3","11","郑州市金水区花园路农业路口","/img/violation_230.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"523","豫A1031","违法变道","3/6/2024 05:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_1231.jpg","BLUE","1","25/2/2024 16:00:00","2","2/1/2026 15:25:02"
"524","豫A1071","违法变道","30/1/2024 05:00:00","100","2","4","12","郑州市金水区经三路东风路","/img/violation_231.jpg","BLUE","1","15/1/2024 00:00:00","2","2/1/2026 15:25:02"
"525","豫A1032","闯红灯","3/6/2024 08:00:00","300","6","3","13","郑州市二七区大学路中原路口","/img/violation_1232.jpg","RED","0",,,"2/1/2026 15:25:02"
"526","豫A1072","闯红灯","30/1/2024 08:00:00","300","6","5","13","郑州市二七区大学路中原路口","/img/violation_232.jpg","RED","0",,,"2/1/2026 15:25:02"
"527","豫A1033","超速行驶","3/6/2024 11:00:00","150","3","4","14","郑州市中原区建设路嵩山路","/img/violation_1233.jpg","BLUE","1","25/2/2024 18:00:00","4","2/1/2026 15:25:02"
"528","豫A1073","超速行驶","30/1/2024 11:00:00","150","3","6","14","郑州市中原区建设路嵩山路","/img/violation_233.jpg","BLUE","1","15/1/2024 02:00:00","4","2/1/2026 15:25:02"
"529","豫A1034","违法停车","3/6/2024 14:00:00","50","0","5","15","郑州市管城回族区紫荆山路","/img/violation_1234.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"530","豫A1074","违法停车","30/1/2024 14:00:00","50","0","1","15","郑州市管城回族区紫荆山路","/img/violation_234.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"531","豫A1035","未系安全带","3/6/2024 17:00:00","100","2","6","16","郑州市郑东新区商务内环路","/img/violation_1235.jpg","BLUE","1","25/2/2024 20:00:00","1","2/1/2026 15:25:02"
"532","豫A1075","未系安全带","30/1/2024 17:00:00","100","2","2","16","郑州市郑东新区商务内环路","/img/violation_235.jpg","BLUE","1","15/1/2024 04:00:00","1","2/1/2026 15:25:02"
"533","豫A1036","酒驾","3/6/2024 20:00:00","1300","12","1","17","郑州市高新区科学大道","/img/violation_1236.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"534","豫A1076","酒驾","30/1/2024 20:00:00","1300","12","3","17","郑州市高新区科学大道","/img/violation_236.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"535","豫A1037","无证驾驶","3/6/2024 23:00:00","800","12","2","18","郑州市惠济区文化路北段","/img/violation_1237.jpg","ORANGE","1","25/2/2024 22:00:00","3","2/1/2026 15:25:02"
"536","豫A1077","无证驾驶","30/1/2024 23:00:00","800","12","4","18","郑州市惠济区文化路北段","/img/violation_237.jpg","ORANGE","1","15/1/2024 06:00:00","3","2/1/2026 15:25:02"
"537","豫A1038","占用应急车道","4/6/2024 02:00:00","500","6","3","19","郑州市航空港区迎宾大道","/img/violation_1238.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"538","豫A1078","占用应急车道","31/1/2024 02:00:00","500","6","5","19","郑州市航空港区迎宾大道","/img/violation_238.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"539","豫A1039","违法变道","4/6/2024 05:00:00","100","2","4","20","郑州市经开区航海东路","/img/violation_1239.jpg","BLUE","1","26/2/2024 00:00:00","5","2/1/2026 15:25:02"
"540","豫A1079","违法变道","31/1/2024 05:00:00","100","2","6","20","郑州市经开区航海东路","/img/violation_239.jpg","BLUE","1","15/1/2024 08:00:00","5","2/1/2026 15:25:02"
"541","豫A1020","酒驾","1/6/2024 20:00:00","1300","12","3","1","郑州市金水区花园路农业路口","/img/violation_1220.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"542","豫A1060","酒驾","28/1/2024 20:00:00","1300","12","5","1","郑州市金水区花园路农业路口","/img/violation_220.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"543","豫A1021","无证驾驶","1/6/2024 23:00:00","800","12","4","2","郑州市金水区经三路东风路","/img/violation_1221.jpg","ORANGE","1","25/2/2024 06:00:00","2","2/1/2026 15:25:02"
"544","豫A1061","无证驾驶","28/1/2024 23:00:00","800","12","6","2","郑州市金水区经三路东风路","/img/violation_221.jpg","ORANGE","1","14/1/2024 14:00:00","2","2/1/2026 15:25:02"
"545","豫A1022","占用应急车道","2/6/2024 02:00:00","500","6","5","3","郑州市二七区大学路中原路口","/img/violation_1222.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"546","豫A1062","占用应急车道","29/1/2024 02:00:00","500","6","1","3","郑州市二七区大学路中原路口","/img/violation_222.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"547","豫A1023","违法变道","2/6/2024 05:00:00","100","2","6","4","郑州市中原区建设路嵩山路","/img/violation_1223.jpg","BLUE","1","25/2/2024 08:00:00","4","2/1/2026 15:25:02"
"548","豫A1063","违法变道","29/1/2024 05:00:00","100","2","2","4","郑州市中原区建设路嵩山路","/img/violation_223.jpg","BLUE","1","14/1/2024 16:00:00","4","2/1/2026 15:25:02"
"549","豫A1024","闯红灯","2/6/2024 08:00:00","300","6","1","5","郑州市管城回族区紫荆山路","/img/violation_1224.jpg","RED","0",,,"2/1/2026 15:25:02"
"550","豫A1064","闯红灯","29/1/2024 08:00:00","300","6","3","5","郑州市管城回族区紫荆山路","/img/violation_224.jpg","RED","0",,,"2/1/2026 15:25:02"
"551","豫A1025","超速行驶","2/6/2024 11:00:00","150","3","2","6","郑州市郑东新区商务内环路","/img/violation_1225.jpg","BLUE","1","25/2/2024 10:00:00","1","2/1/2026 15:25:02"
"552","豫A1065","超速行驶","29/1/2024 11:00:00","150","3","4","6","郑州市郑东新区商务内环路","/img/violation_225.jpg","BLUE","1","14/1/2024 18:00:00","1","2/1/2026 15:25:02"
"553","豫A1026","违法停车","2/6/2024 14:00:00","50","0","3","7","郑州市高新区科学大道","/img/violation_1226.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"554","豫A1066","违法停车","29/1/2024 14:00:00","50","0","5","7","郑州市高新区科学大道","/img/violation_226.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"555","豫A1027","未系安全带","2/6/2024 17:00:00","100","2","4","8","郑州市惠济区文化路北段","/img/violation_1227.jpg","BLUE","1","25/2/2024 12:00:00","3","2/1/2026 15:25:02"
"556","豫A1067","未系安全带","29/1/2024 17:00:00","100","2","6","8","郑州市惠济区文化路北段","/img/violation_227.jpg","BLUE","1","14/1/2024 20:00:00","3","2/1/2026 15:25:02"
"557","豫A1028","酒驾","2/6/2024 20:00:00","1300","12","5","9","郑州市航空港区迎宾大道","/img/violation_1228.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"558","豫A1068","酒驾","29/1/2024 20:00:00","1300","12","1","9","郑州市航空港区迎宾大道","/img/violation_228.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"559","豫A1029","无证驾驶","2/6/2024 23:00:00","800","12","6","10","郑州市经开区航海东路","/img/violation_1229.jpg","ORANGE","1","25/2/2024 14:00:00","5","2/1/2026 15:25:02"
"560","豫A1069","无证驾驶","29/1/2024 23:00:00","800","12","2","10","郑州市经开区航海东路","/img/violation_229.jpg","ORANGE","1","14/1/2024 22:00:00","5","2/1/2026 15:25:02"
"561","豫A1010","违法停车","31/5/2024 14:00:00","50","0","5","11","郑州市金水区花园路农业路口","/img/violation_1210.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"562","豫A1050","违法停车","27/1/2024 14:00:00","50","0","1","11","郑州市金水区花园路农业路口","/img/violation_210.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"563","豫A1011","未系安全带","31/5/2024 17:00:00","100","2","6","12","郑州市金水区经三路东风路","/img/violation_1211.jpg","BLUE","1","24/2/2024 20:00:00","2","2/1/2026 15:25:02"
"564","豫A1051","未系安全带","27/1/2024 17:00:00","100","2","2","12","郑州市金水区经三路东风路","/img/violation_211.jpg","BLUE","1","14/1/2024 04:00:00","2","2/1/2026 15:25:02"
"565","豫A1012","酒驾","31/5/2024 20:00:00","1300","12","1","13","郑州市二七区大学路中原路口","/img/violation_1212.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"566","豫A1052","酒驾","27/1/2024 20:00:00","1300","12","3","13","郑州市二七区大学路中原路口","/img/violation_212.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"567","豫A1013","无证驾驶","31/5/2024 23:00:00","800","12","2","14","郑州市中原区建设路嵩山路","/img/violation_1213.jpg","ORANGE","1","24/2/2024 22:00:00","4","2/1/2026 15:25:02"
"568","豫A1053","无证驾驶","27/1/2024 23:00:00","800","12","4","14","郑州市中原区建设路嵩山路","/img/violation_213.jpg","ORANGE","1","14/1/2024 06:00:00","4","2/1/2026 15:25:02"
"569","豫A1014","占用应急车道","1/6/2024 02:00:00","500","6","3","15","郑州市管城回族区紫荆山路","/img/violation_1214.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"570","豫A1054","占用应急车道","28/1/2024 02:00:00","500","6","5","15","郑州市管城回族区紫荆山路","/img/violation_214.jpg","YELLOW","0",,,"2/1/2026 15:25:02"
"571","豫A1015","违法变道","1/6/2024 05:00:00","100","2","4","16","郑州市郑东新区商务内环路","/img/violation_1215.jpg","BLUE","1","25/2/2024 00:00:00","1","2/1/2026 15:25:02"
"572","豫A1055","违法变道","28/1/2024 05:00:00","100","2","6","16","郑州市郑东新区商务内环路","/img/violation_215.jpg","BLUE","1","14/1/2024 08:00:00","1","2/1/2026 15:25:02"
"573","豫A1016","闯红灯","1/6/2024 08:00:00","300","6","5","17","郑州市高新区科学大道","/img/violation_1216.jpg","RED","0",,,"2/1/2026 15:25:02"
"574","豫A1056","闯红灯","28/1/2024 08:00:00","300","6","1","17","郑州市高新区科学大道","/img/violation_216.jpg","RED","0",,,"2/1/2026 15:25:02"
"575","豫A1017","超速行驶","1/6/2024 11:00:00","150","3","6","18","郑州市惠济区文化路北段","/img/violation_1217.jpg","BLUE","1","25/2/2024 02:00:00","3","2/1/2026 15:25:02"
"576","豫A1057","超速行驶","28/1/2024 11:00:00","150","3","2","18","郑州市惠济区文化路北段","/img/violation_217.jpg","BLUE","1","14/1/2024 10:00:00","3","2/1/2026 15:25:02"
"577","豫A1018","违法停车","1/6/2024 14:00:00","50","0","1","19","郑州市航空港区迎宾大道","/img/violation_1218.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"578","豫A1058","违法停车","28/1/2024 14:00:00","50","0","3","19","郑州市航空港区迎宾大道","/img/violation_218.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"579","豫A1019","未系安全带","1/6/2024 17:00:00","100","2","2","20","郑州市经开区航海东路","/img/violation_1219.jpg","BLUE","1","25/2/2024 04:00:00","5","2/1/2026 15:25:02"
"580","豫A1059","未系安全带","28/1/2024 17:00:00","100","2","4","20","郑州市经开区航海东路","/img/violation_219.jpg","BLUE","1","14/1/2024 12:00:00","5","2/1/2026 15:25:02"
"581","豫A1000","闯红灯","30/5/2024 08:00:00","300","6","1","1","郑州市金水区花园路农业路口","/img/violation_1200.jpg","RED","0",,,"2/1/2026 15:25:02"
"582","豫A1040","闯红灯","26/1/2024 08:00:00","300","6","3","1","郑州市金水区花园路农业路口","/img/violation_200.jpg","RED","0",,,"2/1/2026 15:25:02"
"583","豫A1001","超速行驶","30/5/2024 11:00:00","150","3","2","2","郑州市金水区经三路东风路","/img/violation_1201.jpg","BLUE","1","24/2/2024 10:00:00","2","2/1/2026 15:25:02"
"584","豫A1041","超速行驶","26/1/2024 11:00:00","150","3","4","2","郑州市金水区经三路东风路","/img/violation_201.jpg","BLUE","1","13/1/2024 18:00:00","2","2/1/2026 15:25:02"
"585","豫A1002","违法停车","30/5/2024 14:00:00","50","0","3","3","郑州市二七区大学路中原路口","/img/violation_1202.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"586","豫A1042","违法停车","26/1/2024 14:00:00","50","0","5","3","郑州市二七区大学路中原路口","/img/violation_202.jpg","BLUE","0",,,"2/1/2026 15:25:02"
"587","豫A1003","未系安全带","30/5/2024 17:00:00","100","2","4","4","郑州市中原区建设路嵩山路","/img/violation_1203.jpg","BLUE","1","24/2/2024 12:00:00","4","2/1/2026 15:25:02"
"588","豫A1043","未系安全带","26/1/2024 17:00:00","100","2","6","4","郑州市中原区建设路嵩山路","/img/violation_203.jpg","BLUE","1","13/1/2024 20:00:00","4","2/1/2026 15:25:02"
"589","豫A1004","酒驾","30/5/2024 20:00:00","1300","12","5","5","郑州市管城回族区紫荆山路","/img/violation_1204.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
"590","豫A1044","酒驾","26/1/2024 20:00:00","1300","12","1","5","郑州市管城回族区紫荆山路","/img/violation_204.jpg","ORANGE","0",,,"2/1/2026 15:25:02"
